replica1,replica2,replica3,replica4,replica5,replica6,replica7,replica8,replica9,replica10,replica11,replica12,replica13,replica14,replica15,replica16,replica17,replica18,replica19,replica20
1708948706.55378,1509300552.1182,1601430866.20925,1619576306.24028,1715029392.42537,1634490606.75697,1674900014.5045,1584663240.94441,1555147840.02053,1544614063.04945,1644226097.2845,1734271970.58541,1582150082.45542,1683103650.59589,1556942061.82003,1812329170.43111,1631918337.93587,1437241799.59467,1570638834.24811,1680076721.75363
2318844630.75852,2292727305.32449,2152464472.33306,2227357536.65213,2222717533.11494,2234946643.1967,2040282326.82331,2359175551.64573,2313447025.81721,2231551599.73644,2354111579.60016,2337453557.68542,2024460943.03991,2150142163.22208,2322782745.14108,2442403229.92545,2302298032.26802,2052659369.72095,2050436768.31532,2201584095.74559
874164492.11128,1013934588.13741,1162948442.04287,1086061346.82574,1000066844.95916,805997035.59895,866788394.825065,996342590.030355,1091924647.82237,1020530037.32868,1162058063.05781,1016522372.3361,1063311924.91855,789521901.5164,1023264847.57931,961528661.77,1122539781.31047,1036846742.20304,1242435728.03436,1124139794.65301
1537469279.532,1467841829.99334,1547105150.62852,1842359971.83741,1656029896.70689,1502532859.46138,1506514159.71576,1636165484.73088,1865107629.01794,1590238717.55451,1291628821.8952,1626900530.03429,1384702871.72689,1616799789.9628,1646384193.1098,1730253394.55589,1752014721.90536,1407780957.75897,1616645943.20849,1604773973.74496
2045855957.39165,1962297229.74478,2072434321.87258,1823964594.73032,1781801930.70181,1925512487.15378,2008769380.14586,1984518536.19788,1887216849.74733,1821451162.54886,2092668372.8565,1952998748.72537,2016332935.79259,1905279000.67156,1988280073.65068,1921526491.68082,1972464140.26488,1952073749.70452,1896537134.94483,2118476955.45396
1275060619.49123,1121751991.13237,1441260961.89847,1283197033.28877,1176747931.82611,1371747597.61158,1307256355.32668,1257169857.22683,1194187004.33671,1345460923.37577,1268670173.23722,1384541842.69801,1071882882.97824,1328775894.0107,1231320243.30803,1220185366.46548,1446165456.30345,1227651684.8879,1314032923.14812,1282513574.87072
1519423019.87351,1247853983.05883,1255034819.96804,1448825572.7401,1499989708.04812,1504673545.01124,1748988906.578,1563759750.47641,1394216704.5835,1488780399.31901,1590351471.89253,1706079255.42981,1448398113.41674,1611693937.64186,1657926189.05201,1479651954.68914,1534716167.35716,1701861392.60667,1596057663.71708,1564613760.49184
917121273.31287,838312928.43262,942247844.14108,875918901.35108,892481739.56648,968425392.540845,975323797.10252,1014963315.00141,822157388.925475,763835282.03694,894255528.340375,931248695.362065,1088850947.05763,1058270505.913,1276968143.41137,889002041.769935,867516135.916125,1008149271.43368,754202675.24751,869244243.75244
1802052702.46191,1708404751.55068,1823901853.2968,1624598525.30491,1905111682.18341,1987726219.2189,1756546615.25023,1929743236.60234,1726326079.195,1806540668.26091,1906391116.33921,1791539041.85583,1755698368.41616,1867604082.19741,1865224888.09001,1919731085.28276,2184903851.37145,1781913650.99668,1818777414.0651,1670659180.09526
1390317648.58664,1249511695.16025,1104078585.59433,1274305147.39663,1076620448.22591,1157654990.34277,1316464299.49667,1314337199.49849,1245480024.23446,1355145835.45466,1152600216.7677,1291550232.73916,1228803115.03249,1317175473.28366,1427410045.12777,1111131120.11582,1124759699.31694,1273785046.05863,1253878489.492,1271439315.90506
1097637139.42957,1176701710.15651,1003048072.01414,1331633509.97447,1191533943.48801,1666489107.8479,1362085941.05048,1159481586.22124,1374983051.01542,1364214725.11025,1108236680.66897,1222563080.13765,1228013696.91866,1094699378.21237,1121046536.93516,1271062869.6466,1219434989.7946,1127198396.91797,1154682248.25827,1517770280.3104
1003769888.29856,1073634828.76647,1022105577.71044,1186340801.85116,1039419215.38623,1231656189.07472,841856645.629955,1160335518.82163,1184250617.40509,921317688.6451,1206470296.26963,1109367483.2232,1068627941.03483,1175605272.24773,1340846018.70748,1075355835.08289,1121231081.56933,1106439100.3345,1116314836.34441,989679497.03266
1500853759.98301,1120811962.56848,1371359079.42259,1213196602.54793,1318540469.8874,1318182783.60995,1230117013.36565,1300964981.86984,1131803113.69994,1229813475.86869,1218207569.94953,1327264756.76657,1350749085.03709,1346629432.21551,1282117614.81487,1329191881.67678,1158046531.4151,1439051742.23401,1390761875.62686,1277628464.30639
1514842882.24446,1367553619.3904,1430798790.20229,1477229043.3276,1404866555.70514,1360451576.40775,1406391752.67338,1526967517.65802,1340903679.159,1383884694.0296,1544714535.07939,1445483561.37797,1613915811.46263,1492337652.87617,1493906663.48034,1424344042.50661,1418290313.11796,1428178392.69207,1480801878.51348,1301600815.12757
1841558367.74971,1639823757.63274,1814833518.71056,2010811424.1102,1710635619.89076,2074532531.65297,1755319590.95225,2010255438.43271,1788242271.73304,1808189044.30317,1889813277.95314,2040586951.31329,1879341431.24182,1868637333.7817,2012272713.29182,1834306266.51951,1761731686.45485,1985944816.06105,1957577367.92969,1753267748.19405
